osm_id|name|category|type|lon|lat|alt_name|int_name|street|housenumber|postcode|city|country|phone|fax|email|website|opening_hours|description|image|last_update|operator|wikipedia|wkt
W326338694|La Bodega|FOOD|BAR|19.8194681332103|39.5849860985486||||||||||||||||||MULTIPOLYGON(((19.8193781 39.584994,19.8194741 39.5850569,19.8195582 39.5849782,19.8194621 39.5849153,19.8193781 39.584994)))
W326342960|Nagual|FOOD|BAR|19.8191510253433|39.5850789381453||||||||||||||||||MULTIPOLYGON(((19.8191336 39.585226,19.8190304 39.5849777,19.8191677 39.5849272,19.8192714 39.585188,19.8191336 39.585226)))
W330771265|3o & 4o Γυμνάσιο Κέρκυρας|EDUCATION|SCHOOL|19.9164785325049|39.6168699538819||||||||||||||||||MULTIPOLYGON(((19.9161219 39.6171792,19.9167429 39.6171958,19.9167617 39.6170061,19.9168158 39.6170087,19.9168529 39.6165768,19.9161723 39.6165507,19.9161219 39.6171792)))
W330771266|Κανάλι του Έρωτα|TOURIST|BEACH|19.6982672173083|39.7970242613988||||||||||||||||||MULTIPOLYGON(((19.6981065 39.7969818,19.6981094 39.7968991,19.6981659 39.796865,19.6983223 39.7969266,19.6984264 39.7969871,19.6983819 39.7970577,19.6983339 39.7971442,19.6983548 39.7972083,19.6982954 39.7972419,19.6982432 39.7972451,19.6981922 39.7972302,19.6982617 39.7971811,19.6983156 39.797067,19.6981065 39.7969818)))
W335189552|Ιόνιο Πανεπιστήμιο (πρώην Ψυχιατρείο Κέρκυρας)|EDUCATION|UNIVERSITY|19.9150255944455|39.6205137371289||||||||||||||||Ιόνιο Πανεπιστήμιο||MULTIPOLYGON(((19.9142585 39.6207452,19.914237 39.620427,19.9144838 39.6201378,19.9149773 39.6200138,19.915385 39.6201956,19.9155084 39.6197452,19.9155888 39.6197865,19.9157873 39.6204807,19.9151597 39.6211956,19.9148762 39.6210669,19.9146849 39.6209583,19.9142585 39.6207452)))
W335189641|7ο Δημοτικό Σχολείο|EDUCATION|SCHOOL|19.9149113780979|39.6198481772717||||||||||||||||||MULTIPOLYGON(((19.9145911 39.6195055,19.9144314 39.6199614,19.9143175 39.6202865,19.914473 39.6201171,19.914988 39.6199849,19.9153635 39.6201584,19.9154815 39.619737,19.9145911 39.6195055)))
W343036040|ΧΥΤΑ ΚΕΡΚΥΡΑΣ|POI|CRANE|19.8040634706543|39.6511120439414||||||||||||||||||MULTIPOLYGON(((19.8080981 39.6512196,19.8076341 39.6507238,19.8072264 39.6506412,19.8068509 39.6506825,19.8066792 39.6506329,19.8065183 39.650286,19.8063037 39.6500299,19.8059497 39.6497655,19.8057995 39.6494434,19.8050592 39.649716,19.8048124 39.6499555,19.8048875 39.650286,19.8048339 39.650509,19.8047159 39.650509,19.8043725 39.6501621,19.8042116 39.6499555,19.8039863 39.6490799,19.8036966 39.6488238,19.8029241 39.6489395,19.8022804 39.6494186,19.8021946 39.6492947,19.8021195 39.648989,19.8021302 39.6486173,19.8018191 39.6485429,19.8013148 39.6485429,19.8010479 39.6492105,19.8009386 39.6495828,19.8007676 39.6499803,19.8012397 39.6508394,19.8013148 39.6511533,19.8015401 39.6516655,19.801744 39.6519381,19.8019693 39.6520703,19.8015723 39.6530698,19.8018083 39.6530863,19.8020229 39.6531689,19.802495 39.6530945,19.8027418 39.6530202,19.8031709 39.6531359,19.8038897 39.6531111,19.8043725 39.6532598,19.8049841 39.6530367,19.8060033 39.6526402,19.8069796 39.6524255,19.807441 39.6522933,19.8078809 39.652062,19.8081384 39.6513929,19.8080981 39.6512196)))
W345329533|Mon Repos|LANDUSE|GRASS|19.9251728613193|39.6053218664802||||||||||||||||||MULTIPOLYGON(((19.9227156 39.6040784,19.9228022 39.6044283,19.9228931 39.6046758,19.9229261 39.6048713,19.9229138 39.6050648,19.9229213 39.6052245,19.9231044 39.6054253,19.9232963 39.605525,19.923604 39.6056717,19.9237328 39.6057232,19.9238019 39.6059418,19.9236557 39.6061305,19.9235207 39.6064572,19.9232949 39.6068384,19.9230197 39.6071251,19.9226866 39.6075301,19.9230086 39.607753,19.9236408 39.6083416,19.9252787 39.6086051,19.9258432 39.6088665,19.9260398 39.609281,19.9261596 39.6093209,19.9263646 39.609343,19.9267472 39.6093353,19.9269484 39.6092859,19.9265907 39.608604,19.9265313 39.6084014,19.926505 39.6082112,19.9265359 39.6080935,19.9266098 39.6079493,19.9267098 39.6078185,19.9267168 39.607727,19.9267534 39.6076474,19.9267594 39.6075584,19.9268033 39.6074751,19.9268768 39.6074183,19.9269495 39.6073781,19.9270211 39.607333,19.9270608 39.6072836,19.9270061 39.6071995,19.9269012 39.6070562,19.9267712 39.6066854,19.926753 39.6065087,19.926804 39.605928,19.9267584 39.6057027,19.9266237 39.6053842,19.9265787 39.6052874,19.926576 39.6051985,19.9266242 39.6051427,19.9266028 39.6050663,19.926731 39.6049296,19.9267476 39.6045186,19.9269384 39.6043401,19.9270182 39.6042619,19.9271338 39.6041481,19.927264 39.6040218,19.9273519 39.603932,19.9273955 39.6038875,19.9275117 39.6037552,19.9275787 39.6036631,19.9275989 39.6035763,19.9275734 39.6035203,19.9274515 39.6034559,19.92734 39.6034248,19.9272263 39.6034044,19.9270853 39.6033858,19.9269247 39.603348,19.9267656 39.6032999,19.9266472 39.6032627,19.9265354 39.6032184,19.9263958 39.6031461,19.9262997 39.603075,19.9262748 39.6030209,19.9262716 39.6029537,19.9262851 39.6028852,19.926302 39.6028093,19.9263103 39.6027304,19.926305 39.6026575,19.9262807 39.6025957,19.9262488 39.6025127,19.9262343 39.6024315,19.9262375 39.6023513,19.9262598 39.6022756,19.9262894 39.6022131,19.9263362 39.6021456,19.9263869 39.6020708,19.9264446 39.602023,19.9265241 39.6019827,19.9266113 39.6019472,19.92672 39.6018922,19.9267422 39.6018615,19.9267286 39.6018193,19.9267106 39.6017784,19.9266303 39.6016752,19.9265755 39.6016159,19.9265233 39.601531,19.9264922 39.601448,19.9264888 39.6013473,19.9264975 39.6012747,19.9265205 39.6011772,19.9256182 39.6009599,19.9251288 39.6013068,19.9248235 39.6015233,19.9248128 39.6018397,19.9247157 39.6020133,19.9244343 39.6023999,19.9240175 39.6029674,19.9239394 39.6030941,19.9238952 39.6032063,19.9238566 39.6033964,19.9239303 39.6037775,19.9235561 39.6040129,19.9232154 39.604096,19.9229908 39.6041146,19.9227156 39.6040784)))
W345380126|Κήπος του Λαού|LANDUSE|GRASS|19.9253075621052|39.6255494518509||||||||||||||||||MULTIPOLYGON(((19.9256804 39.62515,19.9254894 39.6251354,19.9254975 39.6250722,19.9253435 39.6250725,19.9252939 39.6250776,19.9251839 39.6251252,19.9250793 39.6251934,19.9249822 39.625286,19.9249728 39.6253283,19.9249943 39.6254275,19.9250839 39.6254112,19.9251928 39.6253907,19.9252666 39.6256275,19.9249768 39.6256811,19.9250984 39.6260712,19.924972 39.6260992,19.9249538 39.6262903,19.925005 39.626365,19.9251142 39.6263145,19.925141 39.6262076,19.9251797 39.6260212,19.9252161 39.6258461,19.925318 39.6257965,19.9255623 39.6257308,19.9256268 39.6256719,19.9256817 39.6253031,19.9256804 39.62515)))
W345556774|Παναγία Κρεμαστή|POW|CHRISTIAN|19.9218641147672|39.6264740898512||||||||||||||||||MULTIPOLYGON(((19.9217493 39.6264906,19.9217843 39.6264025,19.9219758 39.6264636,19.9219595 39.626541,19.9217493 39.6264906)))
W345779019|Δημοτικό Θέατρο Κέρκυρας|TOURIST|THEATRE|19.9197116163204|39.6219380885798|||||||||||||||||en.wikipedia.org/wiki/Municipal Theatre of Corfu|MULTIPOLYGON(((19.9192593 39.6220285,19.9194164 39.6219037,19.9195313 39.6218125,19.9196238 39.6217389,19.9196898 39.6216865,19.9198491 39.6215964,19.920175 39.6218218,19.9195899 39.6223032,19.9192593 39.6220285)))
W345780778|Μουσείο Ασιατικής Τέχνης|TOURIST|MUSEUM|19.924679148254|39.6258185691121|||Παλαιά Ανάκτορα||49100|Κέρκυρα||+30 26610 30443||||||https://upload.wikimedia.org/wikipedia/commons/0/0f/Palaia_Anaktora_in_Kerkyra._%28cropped%29.jpg|||en.wikipedia.org/wiki/Museum of Asian Art of Corfu|MULTIPOLYGON(((19.9243986 39.6261162,19.924263 39.6261413,19.9240902 39.6255876,19.9241935 39.6255684,19.9242192 39.6256508,19.9242267 39.6256685,19.9242592 39.625691,19.9242786 39.6257013,19.9243146 39.6257091,19.924348 39.6257039,19.9243913 39.625698,19.9244152 39.6256933,19.9246188 39.625656,19.9247533 39.6256324,19.9249367 39.6256003,19.9249944 39.6255903,19.9250796 39.6255717,19.9251057 39.625545,19.9251152 39.6255237,19.9251076 39.6254896,19.9250839 39.6254112,19.9251928 39.6253907,19.9252666 39.6256275,19.9249768 39.6256811,19.9250984 39.6260712,19.9249663 39.6260956,19.9249448 39.6260996,19.924895 39.6259398,19.9246906 39.6259776,19.9247405 39.6261376,19.924573 39.6261686,19.924449 39.625771,19.9243586 39.625787,19.9242995 39.6257987,19.9243986 39.6261162)))
W352365288|Cathedral of Saint James and Saint Christopher|POW|CHRISTIAN|19.9225334329218|39.6235601366512|||||||||||||||||en.wikipedia.org/wiki/Cathedral of Saint James and Saint Christopher|MULTIPOLYGON(((19.9223767 39.6236353,19.9224337 39.6234532,19.9226892 39.6234891,19.9226388 39.6236626,19.9223767 39.6236353)))
W354981778|Marina Appartments|ACCOMMODATION|HOTEL|19.8554925092558|39.546803580779||||||||||||||||||MULTIPOLYGON(((19.8553918 39.5469093,19.8553275 39.5467832,19.8555903 39.5466984,19.8556601 39.5468225,19.8553918 39.5469093)))
W355546801|Marina Appartments|ACCOMMODATION|HOTEL|19.8556868740325|39.5471028851138||||||||||||||||||MULTIPOLYGON(((19.8555833 39.5470892,19.8556369 39.5471864,19.8557925 39.5471099,19.8557388 39.547023,19.8555833 39.5470892)))
W355546803|Tunnel Bar|FOOD|BAR|19.850738810062|39.5425086305466||||||||||||||||||MULTIPOLYGON(((19.8507298 39.5426702,19.85077 39.5426692,19.8507486 39.5423476,19.8507194 39.5423505,19.850707 39.5423517,19.8507298 39.5426702)))
W361545233|chapel|POW|UNKOWN|19.6669850889352|39.7661722278629||||||||||||||||||MULTIPOLYGON(((19.6670998 39.7662545,19.6670381 39.7662855,19.6669121 39.766238,19.6667967 39.7661659,19.6669228 39.7660855,19.6670033 39.7660422,19.6671481 39.7662071,19.6670998 39.7662545)))
W361547814|chapel|POW|UNKOWN|19.7887878271644|39.6043071489936||||||||||||||||||MULTIPOLYGON(((19.7886244 39.6043461,19.7888933 39.6044035,19.7889677 39.6043091,19.7887809 39.6042122,19.7886652 39.604224,19.7886244 39.6043461)))
W361588450|Corfu Senses Resort|ACCOMMODATION|HOTEL|19.9232736810363|39.5124618721625||||||||||||||||||MULTIPOLYGON(((19.9233646 39.5122916,19.9231641 39.5122569,19.9230883 39.5125174,19.9232073 39.512538,19.923189 39.5126011,19.9234505 39.5126463,19.9234934 39.5124987,19.9233852 39.5124799,19.9233715 39.5125269,19.9232998 39.5125145,19.9233646 39.5122916)))
W363159110|Σπιανάδα|LANDUSE|GRASS|19.9244842569811|39.6232302993934||||||||||||||||||MULTIPOLYGON(((19.9242518 39.6252294,19.9250994 39.625031,19.9254292 39.6233256,19.9251638 39.6223732,19.9248876 39.6217297,19.9243014 39.6212709,19.9238789 39.6212865,19.9236866 39.6222395,19.9235887 39.6227508,19.9235973 39.6232212,19.9237324 39.62364,19.9242518 39.6252294)))
W364816600|Margarita|ACCOMMODATION|HOTEL|19.9291089240678|39.4836019279507||||||||||||||||||MULTIPOLYGON(((19.9285296 39.483756,19.9286138 39.4834775,19.9286328 39.4834273,19.9288534 39.4832013,19.9289545 39.4832611,19.92978 39.4836525,19.9296749 39.4838203,19.9296311 39.4838996,19.929528 39.4838819,19.9285296 39.483756)))
W364816601|Prassino Nissi|ACCOMMODATION|HOTEL|19.9284009112462|39.4834279188713||||||||||||||||||MULTIPOLYGON(((19.9284807 39.4838003,19.9285296 39.483756,19.9286138 39.4834775,19.9286328 39.4834273,19.9288534 39.4832013,19.9287101 39.4830791,19.9285197 39.4830229,19.9281765 39.4832968,19.9279983 39.483509,19.9279765 39.4835701,19.92799 39.4836154,19.9282046 39.4837784,19.9283085 39.4837986,19.9284807 39.4838003)))
W366030784|Spyros|FOOD|RESTAURANT|19.8188595039217|39.5852202158533||||||||||||||||||MULTIPOLYGON(((19.8187867 39.58539,19.8191187 39.5853198,19.8190109 39.5851962,19.8189274 39.5850159,19.8186106 39.5851663,19.8187867 39.58539)))
W366410162|Frosch Windsurfing|SPORT|LEISURECENTER|19.9300396532615|39.4320155808273||||||||||||||||||MULTIPOLYGON(((19.9299091 39.4320642,19.9301603 39.4320693,19.9301653 39.4319629,19.9299179 39.4319653,19.9299091 39.4320642)))
W366514085|Chapel of Pantokrator|POW|UNKOWN|19.9117597771987|39.5185641033913|||||||||||||"""Pantokrator"" means ""The Almighty"" -(referring to Christ."|||||MULTIPOLYGON(((19.9117946 39.5185947,19.9117064 39.5185653,19.9117259 39.5185327,19.911814 39.5185645,19.9117946 39.5185947)))
W367875129|Front Runners Rent a Bike|TRANSPORT|RENTALCAR|19.68070375|39.7186778||||||||||||||||||MULTIPOLYGON(((19.6806259 39.718749,19.6807476 39.7187645,19.6807816 39.7186066,19.6806599 39.7185911,19.6806259 39.718749)))
W371603352|Angelica|ACCOMMODATION|HOTEL|19.8552805247109|39.5474549948745||||||Agios Gordios|GR|+30 266 1053310|+30 266 1053100||http://www.angelicahotel.com/|||||||MULTIPOLYGON(((19.855212 39.5473492,19.8553423 39.5473132,19.8553664 39.5473355,19.8555111 39.5473182,19.855614 39.5475129,19.8552683 39.5475835,19.8550753 39.5476654,19.8550689 39.5474868,19.854974 39.5473541,19.8551043 39.5473045,19.855212 39.5473492)))
W371930830|Aqualand|LANDUSE|GRASS|19.8383086259988|39.6165546957054||||||||||||||||||MULTIPOLYGON(((19.8364756 39.6180591,19.8374199 39.6144294,19.8378775 39.6143619,19.8383162 39.6144784,19.8383849 39.6147388,19.8384255 39.6150094,19.8385029 39.6152223,19.8387667 39.6154147,19.8390018 39.6154041,19.8391681 39.6154454,19.8390769 39.6157347,19.8392555 39.6158175,19.8394662 39.6159148,19.8397474 39.6160446,19.8407746 39.6167392,19.840073 39.6174124,19.8391333 39.6178192,19.838209 39.6179959,19.8370946 39.6181323,19.8366758 39.6180963,19.8364756 39.6180591)))
W377781125|"Αμμολωρίδα  ""Λίμνη"""|TOURIST|BEACH|19.7239264764144|39.6654878023347||||||||||||||||||MULTIPOLYGON(((19.7236267 39.6655515,19.7236659 39.6655089,19.7237693 39.6655097,19.7238708 39.6655341,19.7239862 39.6656016,19.7240911 39.6657101,19.7241055 39.6654347,19.7240649 39.665357,19.724 39.6654071,19.7239271 39.6654123,19.7238526 39.6653956,19.7237912 39.6653615,19.7237814 39.6653104,19.7236267 39.6655515)))
W380315583|Τμήμα Πληροφορικής Ιονίου - Department of Informatics|EDUCATION|UNIVERSITY|19.9148615350367|39.6209241504991||||||||||||||||||MULTIPOLYGON(((19.915036 39.6208919,19.9148514 39.6207798,19.9146849 39.6209583,19.9148762 39.6210669,19.915036 39.6208919)))
W385774236|Chalikounas Beach|TOURIST|BEACH|19.8878292782831|39.4469515870412||||||||||||||||||MULTIPOLYGON(((19.8756368 39.4525386,19.8753153 39.4523746,19.8762438 39.4517582,19.8770342 39.451229,19.8782805 39.4503394,19.8787809 39.4500691,19.8798939 39.4496489,19.8805447 39.449499,19.8809932 39.4493132,19.8814854 39.4490049,19.8817862 39.4488972,19.8821882 39.4488022,19.8825273 39.4488507,19.8832301 39.4487071,19.8837415 39.4484157,19.8844634 39.4481095,19.8850568 39.4480251,19.8866949 39.4471382,19.8868863 39.4470706,19.8873102 39.4470178,19.887961 39.4467369,19.8903866 39.4458479,19.8908405 39.4456177,19.8912453 39.4455664,19.8921964 39.4453025,19.8929737 39.4449656,19.8937119 39.4446379,19.8949698 39.4440951,19.8957109 39.443884,19.8964085 39.4435535,19.8971985 39.4431638,19.8979697 39.4425852,19.8985686 39.4422241,19.8994308 39.4417149,19.8997347 39.4416213,19.8995732 39.4418315,19.899388 39.4419802,19.8985527 39.4427105,19.8976845 39.4432884,19.8969825 39.4436841,19.8958784 39.4441276,19.8947027 39.444595,19.8935503 39.4450429,19.8921735 39.4455715,19.8914155 39.4457925,19.8908528 39.4460135,19.8903481 39.44613,19.8893117 39.446472,19.8876217 39.4470976,19.8869429 39.4473305,19.885835 39.4478621,19.8851002 39.4481608,19.8846516 39.4482294,19.8844002 39.4483429,19.8836596 39.4487132,19.8831278 39.4488297,19.8826521 39.4489656,19.8819096 39.4492672,19.8812444 39.4495987,19.8804516 39.4498331,19.8790033 39.4503393,19.8783981 39.4506752,19.8775125 39.4511829,19.8774835 39.451274,19.8772263 39.4513665,19.8770368 39.4515815,19.876592 39.4518742,19.8756368 39.4525386)))
W392151554|Lithos|SHOP|JEWELRY|19.8507863173967|39.546999399388||||||Agios Gordios|GR|+30 2661059056||||||||||MULTIPOLYGON(((19.8508172 39.5469723,19.8508288 39.5470169,19.8507535 39.5470257,19.8507448 39.5469823,19.8508172 39.5469723)))
W411409885|Windmill|TOURIST|WINDMILL|19.9283299849128|39.6107213830836||||||||||||||||||MULTIPOLYGON(((19.9283115 39.6107429,19.9283217 39.6107463,19.9283328 39.610747,19.9283436 39.6107449,19.9283528 39.6107402,19.9283594 39.6107335,19.9283629 39.6107256,19.928363 39.6107172,19.9283595 39.6107093,19.9283529 39.6107026,19.9283439 39.610698,19.9283334 39.6106958,19.9283225 39.6106963,19.9283125 39.6106995,19.9283041 39.6107051,19.9282986 39.6107125,19.9282966 39.610721,19.9282982 39.6107294,19.9283034 39.610737,19.9283115 39.6107429)))
W411409886|Popi Star|ACCOMMODATION|HOTEL|19.8449586779433|39.651038523352||||||||||||||||||MULTIPOLYGON(((19.8453103 39.6510645,19.8447873 39.6509001,19.8445627 39.6508295,19.8445145 39.6509204,19.8449736 39.6510647,19.8449148 39.6511757,19.8450953 39.6512324,19.8451197 39.6511863,19.8452277 39.6512203,19.8453103 39.6510645)))
W41151811|Corfu Holiday Palace|ACCOMMODATION|HOTEL|19.9190602550185|39.5921664308473||||||||||||||||||MULTIPOLYGON(((19.9184378 39.5919577,19.9184321 39.5921561,19.9186839 39.5921826,19.91889 39.5922267,19.919096 39.592284,19.9192792 39.5923722,19.9194795 39.5925046,19.9196569 39.5923943,19.9195195 39.5922752,19.9194222 39.5922091,19.9194795 39.5921385,19.9193249 39.5920503,19.9191647 39.5919885,19.9189472 39.591918,19.9189186 39.5920194,19.9186839 39.5919797,19.9184378 39.5919577)))
W41189476|Παλαιόπολης|TOURIST|ARCHAELOGICAL|19.922569519404|39.6070303293925||||||||||||||||||MULTIPOLYGON(((19.9220908 39.6070268,19.9226915 39.6065978,19.9229289 39.606941,19.9229728 39.6070144,19.9229421 39.6070677,19.9228497 39.6071887,19.9227177 39.6073056,19.9226598 39.6073743,19.9226309 39.6074105,19.9226155 39.6074336,19.9225858 39.607443,19.9225422 39.6074397,19.9220908 39.6070268)))
W41189477|Παλαιόπολης|TOURIST|ARCHAELOGICAL|19.9217909221259|39.6074235243174||||||||||||||||||MULTIPOLYGON(((19.9216188 39.6067912,19.9212311 39.6072247,19.9213486 39.6073062,19.9210556 39.6075249,19.9214098 39.6078211,19.9218023 39.6076136,19.9219805 39.6078671,19.9223917 39.6078482,19.9224301 39.6078023,19.9224731 39.6077393,19.9225033 39.6076841,19.9225128 39.6076336,19.922509 39.6075523,19.9216188 39.6067912)))
W418136360|Lidl|SHOP|SUPERMARKET|19.9094934418173|39.6155187191956||||||||||||||||||MULTIPOLYGON(((19.909154 39.6154867,19.9093525 39.6152882,19.9096593 39.6154703,19.9096992 39.6154304,19.9098403 39.6155142,19.9096019 39.6157526,19.909154 39.6154867)))
W421308365|Paradise Hotel|ACCOMMODATION|HOTEL|19.8371224742919|39.656426829076||||||||||||||||||MULTIPOLYGON(((19.8370922 39.6561836,19.8369285 39.6562393,19.8370144 39.6563921,19.8368427 39.656582,19.8369849 39.6566708,19.8371538 39.6564973,19.8371673 39.6564746,19.8374516 39.6565035,19.8374703 39.6563777,19.837186 39.6563426,19.8370922 39.6561836)))
W423445399|Saint Nicholas Hotel|ACCOMMODATION|HOTEL|19.8355295064474|39.6568003461734||||||||||||||||||MULTIPOLYGON(((19.8351343 39.6569721,19.8353381 39.6570258,19.8354454 39.6567946,19.8358853 39.6569143,19.8359894 39.6567243,19.8358016 39.656683,19.8357802 39.6567202,19.8354529 39.6566252,19.8354154 39.6566872,19.8353006 39.6566417,19.8351343 39.6569721)))
W423803132|Rolling Stone|ACCOMMODATION|HOTEL|19.81953155|39.5865198||||||||||||||||||MULTIPOLYGON(((19.8195066 39.5865817,19.8194628 39.5864824,19.8195565 39.5864579,19.8196003 39.5865572,19.8195066 39.5865817)))
W424418182|Archontiko Loukis|ACCOMMODATION|HOTEL|19.8491383086166|39.523098774418||||||||||||||||||MULTIPOLYGON(((19.8490676 39.5230352,19.8492032 39.5230316,19.849209 39.5231624,19.8490734 39.5231659,19.8490676 39.5230352)))
W424418183|Chri's Place|FOOD|RESTAURANT|19.8490090577192|39.5349889809662||||||||||||||||||MULTIPOLYGON(((19.8489091 39.5350196,19.8490504 39.5350656,19.849109 39.5349583,19.8489677 39.5349124,19.8489091 39.5350196)))
W424418188|Skala|ACCOMMODATION|HOTEL|19.85445585|39.49988065||||||||||||||||||MULTIPOLYGON(((19.8543644 39.4999267,19.8544395 39.4997973,19.8545473 39.4998346,19.8544722 39.499964,19.8543644 39.4999267)))
W424508994|Paradise beach (rovinia)|TOURIST|BEACH|19.7287684596104|39.65243903363||||||||||||||||||MULTIPOLYGON(((19.72609 39.6535075,19.7262516 39.6535739,19.7266015 39.6535902,19.7268103 39.653519,19.7270544 39.6535307,19.727589 39.653317,19.7277422 39.6532011,19.7285675 39.6527729,19.730074 39.6518551,19.7307947 39.6512577,19.7310129 39.650862,19.7311814 39.6506274,19.7311284 39.6505557,19.730909 39.6507939,19.7304664 39.6513496,19.7299723 39.6517676,19.7293715 39.6521063,19.7285561 39.6525937,19.7276582 39.6530559,19.7271134 39.6532681,19.726467 39.6534827,19.72609 39.6535075)))
W425383583|Haris|ACCOMMODATION|CHALET|19.961830730784|39.4246117367283||||||||||||||||||MULTIPOLYGON(((19.9617932 39.4247,19.961904 39.4246446,19.961926 39.4245782,19.9618874 39.4245271,19.9617176 39.4245995,19.9617932 39.4247)))
W425383585|Villa Maria|ACCOMMODATION|HOTEL|19.9614169485256|39.4247724377063||||||||||||||||||MULTIPOLYGON(((19.961362 39.4249063,19.9615195 39.4248524,19.9614683 39.424763,19.9615722 39.4247275,19.9615255 39.4246459,19.9612641 39.4247352,19.9613042 39.4248053,19.961362 39.4249063)))
W425384684|Barbayiannis|FOOD|RESTAURANT|19.9613810633287|39.4239212021383|||||49080|St. George - Argirades||+30 26620 52110||||||||||MULTIPOLYGON(((19.9611902 39.4239416,19.9615294 39.4238262,19.9615719 39.4239008,19.9612328 39.4240162,19.9611902 39.4239416)))
W425384688|Konkolos|ACCOMMODATION|CHALET|19.9610437087667|39.424169569015||||||||||||||||||MULTIPOLYGON(((19.9611374 39.4241947,19.9610861 39.4241003,19.96095 39.4241445,19.9610013 39.4242388,19.9611374 39.4241947)))
W425384694|Pelagos|ACCOMMODATION|CHALET|19.9611780665227|39.4236446971992||||||||||||||||||MULTIPOLYGON(((19.9611839 39.4237575,19.9613209 39.4236685,19.9611723 39.4235319,19.9610352 39.4236209,19.9611839 39.4237575)))
W425387343|Napoleon|FOOD|RESTAURANT|19.9579113328392|39.4244434411842||||||||||||Mo-Su 11:00-00:00||||||MULTIPOLYGON(((19.9577582 39.424521,19.9577025 39.4244204,19.9579879 39.4243101,19.9580899 39.4245261,19.9579561 39.424567,19.9579165 39.424501,19.9578689 39.4245179,19.9578512 39.424488,19.9577582 39.424521)))
W425387344|Foivos Apartments|ACCOMMODATION|HOTEL|19.9574223435836|39.424518641311||||||||||||||||||MULTIPOLYGON(((19.9573521 39.4246474,19.9575959 39.4245732,19.9575594 39.4245095,19.957617 39.4244902,19.9575843 39.4244235,19.9574193 39.4244635,19.9573924 39.4243998,19.9572657 39.4244265,19.9572907 39.4244976,19.9572427 39.424511,19.9572657 39.4245777,19.9573175 39.4245718,19.9573521 39.4246474)))
W425387346|Studios Makis|ACCOMMODATION|CHALET|19.9628946072065|39.4239338346403||||||||||||||||||MULTIPOLYGON(((19.9627551 39.4239085,19.9628522 39.4238281,19.9630341 39.4239591,19.962937 39.4240396,19.9627551 39.4239085)))
W425387347|Stella|SHOP|SUPERMARKET|19.9555919643991|39.425238461929||||||||||||||||||MULTIPOLYGON(((19.9556159 39.4253991,19.9557618 39.4253428,19.9555789 39.425091,19.9554155 39.4251176,19.9556159 39.4253991)))
W425387361|SPIROS on the beach|FOOD|RESTAURANT|19.9583956|39.42436325||||||||||||||||||MULTIPOLYGON(((19.9583447 39.4244498,19.9585073 39.4244031,19.9584465 39.4242767,19.9582839 39.4243234,19.9583447 39.4244498)))
W425387370|Tony's Apartments|ACCOMMODATION|HOTEL|19.9591194242243|39.4248175343848||||||||||||||||||MULTIPOLYGON(((19.9590296 39.424805,19.9591531 39.424752,19.9592093 39.42483,19.9590857 39.4248831,19.9590296 39.424805)))
W425387382|Kafesas|FOOD|RESTAURANT|19.9591487623748|39.4243809046151||||||||||||||||||MULTIPOLYGON(((19.9591382 39.4245191,19.9593339 39.4244005,19.9591583 39.4242441,19.9591379 39.4242558,19.9589875 39.4243419,19.9589817 39.4243775,19.9590479 39.4244374,19.9591382 39.4245191)))
W425387386|Esperando|SHOP|SUPERMARKET|19.9570303782665|39.424964270367||||||||||||||||||MULTIPOLYGON(((19.9568406 39.4248505,19.9570555 39.4248016,19.9572033 39.4250121,19.9571189 39.4250433,19.9571515 39.4251174,19.9570402 39.4251589,19.9568406 39.4248505)))
W425387388|Akvila Travel Company|TOURIST|INFORMATION|19.9584724904494|39.4246218999027||||||||||||||||||MULTIPOLYGON(((19.9583744 39.424626,19.9584426 39.4246007,19.9583954 39.4245248,19.9584715 39.4244965,19.9585826 39.424675,19.9584383 39.4247286,19.9583744 39.424626)))
W425387391|XL|FOOD|RESTAURANT|19.9567576280369|39.4246613097658||||||||||||||||||MULTIPOLYGON(((19.9566524 39.4247771,19.9566045 39.4246674,19.956543 39.4246837,19.9565008 39.4245888,19.9566697 39.4245265,19.9567024 39.4246363,19.9569864 39.4245858,19.957021 39.4247104,19.9566524 39.4247771)))
W425391450|Malibu Taverna|FOOD|RESTAURANT|19.96297235|39.42286895||||||||||||||||||MULTIPOLYGON(((19.9628646 39.4229583,19.9631299 39.422859,19.9630801 39.4227796,19.9628148 39.4228789,19.9628646 39.4229583)))
W425391458|Saga Team Reisen|FOOD|RESTAURANT|19.9627519316554|39.4234419160219||||||||||||||||||MULTIPOLYGON(((19.9627171 39.4232909,19.962929 39.4235086,19.9627805 39.4235914,19.9625777 39.4233746,19.9627171 39.4232909)))
